Name,Position,Chromosome,First Author,Title,Pubmed link,Year,Journal,Trait,p-value,p-value description,Confidence Interval
rs11209026,67478546,1,Kugathasan S,Loci on 20q13 and 21q22 are associated with pediatric-onset inflammatory bowel disease.,http://www.ncbi.nlm.nih.gov/pubmed/18758464?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,08/31/2008,Nat Genet,Inflammatory bowel disease,7.0e-11, ,[1.92-3.45] 
rs2251746,157538684,1,Weidinger S,Genome-wide scan on total serum IgE levels identifies FCER1A as novel susceptibility locus.,http://www.ncbi.nlm.nih.gov/pubmed/18846228?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,08/22/2008,PLoS Genet,IgE levels ,2.0e-20, ,[NR] % decrease
rs10994336,61849818,10,Ferreira MA,Collaborative genome-wide association analysis supports a role for ANK3 and CACNA1C in bipolar disorder.,http://www.ncbi.nlm.nih.gov/pubmed/18711365?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,08/17/2008,Nat Genet,Bipolar disorder,9.0e-09, ,[NR] 
rs2237897,2858546,11,Unoki H,SNPs in KCNQ1 are associated with susceptibility to type 2 diabetes in East Asian and European populations.,http://www.ncbi.nlm.nih.gov/pubmed/18711366?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,08/17/2008,Nat Genet,Type 2 diabetes,1.0e-16,"",[1.24-1.41] 
rs4712524,20765844,6,Unoki H,SNPs in KCNQ1 are associated with susceptibility to type 2 diabetes in East Asian and European populations.,http://www.ncbi.nlm.nih.gov/pubmed/18711366?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,08/17/2008,Nat Genet,Type 2 diabetes,3.0e-10,"",[1.15-1.31] 
rs6769511,187012984,3,Unoki H,SNPs in KCNQ1 are associated with susceptibility to type 2 diabetes in East Asian and European populations.,http://www.ncbi.nlm.nih.gov/pubmed/18711366?ordinalpos=4&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,08/17/2008,Nat Genet,Type 2 diabetes,1.0e-09,"",[1.15-1.31] 
rs2237892,2839751,11,Yasuda K,Variants in KCNQ1 are associated with susceptibility to type 2 diabetes mellitus.,http://www.ncbi.nlm.nih.gov/pubmed/18711367?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,08/17/2008,Nat Genet,Type 2 diabetes,2.0e-42,"",[1.34-1.47] 
rs5029939,138237416,6,Graham RR,Genetic variants near TNFAIP3 on 6q23 are associated with systemic lupus erythematosus.,http://www.ncbi.nlm.nih.gov/pubmed/19165918,08/01/2008,Nat Genet,Systemic lupus erythematosus,3.0e-12,"",[NR] 
rs3821236,191902758,2,Graham RR,Genetic variants near TNFAIP3 on 6q23 are associated with systemic lupus erythematosus.,http://www.ncbi.nlm.nih.gov/pubmed/19165918,08/01/2008,Nat Genet,Systemic lupus erythematosus,8.0e-11, ,[NR] 
rs6457617,32771829,6,Julia A,Genome-wide association study of rheumatoid arthritis in the Spanish population: KLF12 as a risk locus for rheumatoid arthritis susceptibility.,http://www.ncbi.nlm.nih.gov/pubmed/18668548?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,08/01/2008,Arthritis Rheum,Rheumatoid arthritis,1.0e-09, ,NR
rs4626664,9251737,9,Schormair B,PTPRD (protein tyrosine phosphatase receptor type delta) is associated with restless legs syndrome.,http://www.ncbi.nlm.nih.gov/pubmed/18660810?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,07/27/2008,Nat Genet,Restless legs syndrome,6.0e-10, ,[1.31-1.59] 
rs1975197,8836955,9,Schormair B,PTPRD (protein tyrosine phosphatase receptor type delta) is associated with restless legs syndrome.,http://www.ncbi.nlm.nih.gov/pubmed/18660810?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,07/27/2008,Nat Genet,Restless legs syndrome,6.0e-09, ,[1.20-1.44] 
rs4149056,21331549,12,Link E,SLCO1B1 variants and statin-induced myopathy--a genomewide study.,http://www.ncbi.nlm.nih.gov/pubmed/18650507?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,07/23/2008,N Engl J Med,Response to statin therapy,2.0e-09, ,[2.60-7.70] 
rs1799969,10255792,19,Pare G,"Novel association of ABO histo-blood group antigen with soluble ICAM-1: results of a genome-wide association study of 6,578 women.",http://www.ncbi.nlm.nih.gov/pubmed/18604267?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,07/04/2008,PLoS Genet,Soluble ICAM-1,4.0e-47,"",[NR] umol/L decrease
rs507666,135139220,9,Pare G,"Novel association of ABO histo-blood group antigen with soluble ICAM-1: results of a genome-wide association study of 6,578 women.",http://www.ncbi.nlm.nih.gov/pubmed/18604267?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,07/04/2008,PLoS Genet,Soluble ICAM-1,5.0e-29, ,[NR] umol/L decrease
rs5498,10256683,19,Pare G,"Novel association of ABO histo-blood group antigen with soluble ICAM-1: results of a genome-wide association study of 6,578 women.",http://www.ncbi.nlm.nih.gov/pubmed/18604267?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,07/04/2008,PLoS Genet,Soluble ICAM-1,5.0e-25, ,[NR] umol/L increase
rs281437,10258238,19,Pare G,"Novel association of ABO histo-blood group antigen with soluble ICAM-1: results of a genome-wide association study of 6,578 women.",http://www.ncbi.nlm.nih.gov/pubmed/18604267?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,07/04/2008,PLoS Genet,Soluble ICAM-1,3.0e-10, ,[NR] umol/L increase
rs3828309,233845149,2,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,2.0e-32, ,[NR] 
rs2301436,167437988,6,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,1.0e-12, ,[NR] 
rs762421,44439989,21,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,1.0e-09, ,[NR] 
rs2872507,35294289,17,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,5.0e-09, ,[NR] 
rs7927894,75978964,11,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,1.0e-09, ,[NR] 
rs17582416,35327656,10,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,2.0e-09, ,[NR] 
rs1456893,50240218,7,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,5.0e-09, ,[NR] 
rs11584383,199202489,1,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,1.0e-11, ,[NR] 
rs9286879,171128857,1,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,2.0e-09, ,[NR] 
rs2542151,12779947,18,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,5.0e-17, ,[NR] 
rs11190140,101281583,10,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,3.0e-16, ,[NR] 
rs4263839,116606261,9,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,3.0e-10, ,[NR] 
rs2188962,131798704,5,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,2.0e-18, ,[NR] 
rs744166,37767727,17,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,7.0e-12, ,[NR] 
rs4613763,40392728,5,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,7.0e-27, ,[NR] 
rs1736135,15727091,21,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,7.0e-09, ,[NR] 
rs3764147,43355925,13,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,2.0e-13, ,[NR] 
rs7746082,106435269,6,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,2.0e-10, ,[NR] 
rs2274910,159118670,1,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,1.0e-09,"",[NR] 
rs11175593,38888207,12,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,3.0e-10, ,[NR] 
rs10758669,4971602,9,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,3.0e-09, ,[NR] 
rs3197999,49721532,3,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,1.0e-12, ,[NR] 
rs11747270,150239060,5,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,3.0e-16, ,[NR] 
rs2066847,49321279,16,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,3.0e-24, ,[NR] 
rs10995271,64108492,10,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,4.0e-20, ,[NR] 
rs6908425,20836710,6,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,9.0e-10, ,[NR] 
rs1551398,126609233,8,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,5.0e-09, ,[NR] 
rs10045431,158814533,5,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,4.0e-13, ,[NR] 
rs11465804,67475114,1,Barrett JC,Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.,http://www.ncbi.nlm.nih.gov/pubmed/18587394?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/29/2008,Nat Genet,Crohn's disease,7.0e-63, ,[NR] 
rs2395148,32429532,6,Behrens EM,Association of the TRAF1-C5 locus on chromosome 9 with juvenile idiopathic arthritis.,http://www.ncbi.nlm.nih.gov/pubmed/18576341?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/24/2008,Arthritis Rheum,Arthritis (juvenile idiopathic),2.0e-10, ,[3.02-9.56] 
rs560887,169763148,2,Bouatia-Naji N,A polymorphism within the G6PC2 gene is associated with fasting plasma glucose levels.,http://www.ncbi.nlm.nih.gov/pubmed/18451265?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/19/2008,Science,Fasting plasma glucose,4.0e-23, ,[0.05-0.08] mmol/l decrease
rs4086116,96697192,10,Cooper GM,A genome-wide scan for common genetic variants with a large influence on warfarin maintenance dose.,http://www.ncbi.nlm.nih.gov/pubmed/18535201?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/05/2008,Blood,Warfarin maintenance dose,6.0e-12, ,NR
rs10871454,30955580,16,Cooper GM,A genome-wide scan for common genetic variants with a large influence on warfarin maintenance dose.,http://www.ncbi.nlm.nih.gov/pubmed/18535201?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,06/05/2008,Blood,Warfarin maintenance dose,5.0e-34, ,NR
rs910873,32635433,20,Brown KM,Common sequence variants on 20q11.22 confer melanoma susceptibility.,http://www.ncbi.nlm.nih.gov/pubmed/18488026?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/18/2008,Nat Genet,Melanoma,1.0e-15, ,[1.53-2.01] 
rs35264875,68602975,11,Sulem P,Two newly identified genetic determinants of pigmentation in Europeans.,http://www.ncbi.nlm.nih.gov/pubmed/18488028?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/18/2008,Nat Genet,Blond vs. brown hair color,4.0e-30, ,[1.96-3.15] 
rs1408799,12662097,9,Sulem P,Two newly identified genetic determinants of pigmentation in Europeans.,http://www.ncbi.nlm.nih.gov/pubmed/18488028?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/18/2008,Nat Genet,Blue vs. green eyes,6.0e-17, ,[1.25-1.57] 
rs8033165,26805134,15,Han J,A genome-wide association study identifies novel alleles associated with hair color and skin pigmentation.,http://www.ncbi.nlm.nih.gov/pubmed/18483556?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/16/2008,PLoS Genet,Black vs. red hair color,2.0e-12, ,[0.11-0.19] increase in hair color score
rs12896399,91843416,14,Han J,A genome-wide association study identifies novel alleles associated with hair color and skin pigmentation.,http://www.ncbi.nlm.nih.gov/pubmed/18483556?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/16/2008,PLoS Genet,Black vs. blond hair color,8.0e-21, ,[0.14-0.22] increase in hair color score
rs12913832,26039213,15,Han J,A genome-wide association study identifies novel alleles associated with hair color and skin pigmentation.,http://www.ncbi.nlm.nih.gov/pubmed/18483556?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/16/2008,PLoS Genet,Black vs. red hair color,1.0e-77, ,[0.40-0.48] decrease in hair color score
rs28777,33958959,5,Han J,A genome-wide association study identifies novel alleles associated with hair color and skin pigmentation.,http://www.ncbi.nlm.nih.gov/pubmed/18483556?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/16/2008,PLoS Genet,Black vs. red hair color,9.0e-14, ,[0.34-0.58] decrease in hair color score
rs12203592,341321,6,Han J,A genome-wide association study identifies novel alleles associated with hair color and skin pigmentation.,http://www.ncbi.nlm.nih.gov/pubmed/18483556?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/16/2008,PLoS Genet,Black vs. red hair color,9.0e-28, ,[0.25-0.36] decrease in hair color score
rs258322,88283404,16,Han J,A genome-wide association study identifies novel alleles associated with hair color and skin pigmentation.,http://www.ncbi.nlm.nih.gov/pubmed/18483556?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/16/2008,PLoS Genet,Black vs. red hair color,2.0e-23, ,[0.28-0.44] increase in hair color score
rs6939340,22247983,6,Maris JM,Chromosome 6p22 locus associated with clinically aggressive neuroblastoma.,http://www.ncbi.nlm.nih.gov/pubmed/18463370?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/09/2008,N Engl J Med,Neuroblastoma,9.0e-15, ,[1.27-1.49] 
rs7112513,117037361,11,Melzer D,A genome-wide association study identifies protein quantitative trait loci (pQTLs).,http://www.ncbi.nlm.nih.gov/pubmed/18464913?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/09/2008,PLoS Genet,Protein quantitative trait loci,6.0e-09,(Soluble transferrin receptor),NR
rs2250417,112085316,11,Melzer D,A genome-wide association study identifies protein quantitative trait loci (pQTLs).,http://www.ncbi.nlm.nih.gov/pubmed/18464913?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/09/2008,PLoS Genet,Protein quantitative trait loci,7.0e-13,(IL18),NR
rs4129267,152692888,1,Melzer D,A genome-wide association study identifies protein quantitative trait loci (pQTLs).,http://www.ncbi.nlm.nih.gov/pubmed/18464913?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/09/2008,PLoS Genet,Protein quantitative trait loci,2.0e-57,(sIL-6R),NR
rs1880887,40007697,12,Melzer D,A genome-wide association study identifies protein quantitative trait loci (pQTLs).,http://www.ncbi.nlm.nih.gov/pubmed/18464913?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/09/2008,PLoS Genet,Protein quantitative trait loci,1.0e-10,(Alkaline phosphatase),NR
rs7770628,161018174,6,Melzer D,A genome-wide association study identifies protein quantitative trait loci (pQTLs).,http://www.ncbi.nlm.nih.gov/pubmed/18464913?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/09/2008,PLoS Genet,Protein quantitative trait loci,4.0e-10,(LPA),NR
rs3848445,14234746,17,Melzer D,A genome-wide association study identifies protein quantitative trait loci (pQTLs).,http://www.ncbi.nlm.nih.gov/pubmed/18464913?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/09/2008,PLoS Genet,Protein quantitative trait loci,8.0e-09,(Ft3),NR
rs4796217,31893304,17,Melzer D,A genome-wide association study identifies protein quantitative trait loci (pQTLs).,http://www.ncbi.nlm.nih.gov/pubmed/18464913?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/09/2008,PLoS Genet,Protein quantitative trait loci,4.0e-21,(MIPb),NR
rs505922,135139050,9,Melzer D,A genome-wide association study identifies protein quantitative trait loci (pQTLs).,http://www.ncbi.nlm.nih.gov/pubmed/18464913?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/09/2008,PLoS Genet,Protein quantitative trait loci,7.0e-40,(TNFA),NR
rs3764261,56993324,16,Chambers JC,Common genetic variation near MC4R is associated with waist circumference and insulin resistance.,http://www.ncbi.nlm.nih.gov/pubmed/18454146,05/04/2008,Nat Genet,Waist circumference and related phenotypes,1.0e-27,(HDL cholesterol),NR
rs12970134,56035730,18,Chambers JC,Common genetic variation near MC4R is associated with waist circumference and insulin resistance.,http://www.ncbi.nlm.nih.gov/pubmed/18454146,05/04/2008,Nat Genet,Waist circumference and related phenotypes,2.0e-09,(waist circumference),[0.59-1.17] cm increase
rs17782313,56002077,18,Loos RJ,"Common variants near MC4R are associated with fat mass, weight and risk of obesity.",http://www.ncbi.nlm.nih.gov/pubmed/18454148?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,05/04/2008,Nat Genet,Body mass index,3.0e-15, ,[0.04-0.06] unit increase in log(BMI)
rs3736228,67957871,11,Richards JB,"Bone mineral density, osteoporosis, and osteoporotic fractures: a genome-wide association study.",http://www.ncbi.nlm.nih.gov/pubmed/18455228?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/29/2008,Lancet,Bone mineral density,6.0e-12, ,[NR] SD decrease
rs4355801,119993054,8,Richards JB,"Bone mineral density, osteoporosis, and osteoporotic fractures: a genome-wide association study.",http://www.ncbi.nlm.nih.gov/pubmed/18455228?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/29/2008,Lancet,Bone mineral density,8.0e-10, ,[NR] SD decrease
rs7524102,22571034,1,Styrkarsdottir U,Multiple genetic loci for bone mineral density and fractures.,http://www.ncbi.nlm.nih.gov/pubmed/18445777?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/29/2008,N Engl J Med,Bone mineral density (spine),9.0e-09,"",[0.07-0.15] s.d. decrease
rs6993813,120121419,8,Styrkarsdottir U,Multiple genetic loci for bone mineral density and fractures.,http://www.ncbi.nlm.nih.gov/pubmed/18445777?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/29/2008,N Engl J Med,Bone mineral density (hip),3.0e-11,"",[0.07-0.12] s.d. decrease
rs1038304,151933175,6,Styrkarsdottir U,Multiple genetic loci for bone mineral density and fractures.,http://www.ncbi.nlm.nih.gov/pubmed/18445777?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/29/2008,N Engl J Med,Bone mineral density (spine),4.0e-11,"",[0.07-0.13] s.d. decrease
rs9594759,41930593,13,Styrkarsdottir U,Multiple genetic loci for bone mineral density and fractures.,http://www.ncbi.nlm.nih.gov/pubmed/18445777?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,04/29/2008,N Engl J Med,Bone mineral density (spine),2.0e-21,"",[0.14-0.21] s.d. decrease
